TECHNOLOGY,2023,2025,2030,2035,2040,2045,2050
BackStop,1.6084250124126588e-05,6.4336383240570665e-06,6.4336043299428345e-06,6.4336511917835025e-06,6.433670257741521e-06,6.433654180560465e-06,3.216809662245746e-05
Batteries_New,2.1167202208997074e-05,1.6655883688634718e-05,1.6807943962812854e-05,0.9584440196452038,1.214505685458789,3.9552091353398655,9.336874582875405
Biomass,0.0,22.092822264766905,14.47074151869716,11.382964582683222,8.60646534957474,6.347597706800073,5.649938347851521
BiomassImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BiomassProduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass_Ex,10.05589734375,7.567554536681882,4.95672826254651,3.37346596775147,2.2959242534168602,1.5625674685377722,1.2890785730841843
CCGT,0.0,5.949824727795144e-06,4.4670244104423655e-06,3.264774994543261e-06,2.224735031030492e-06,1.5164058626573527e-06,5.51606227317455e-06
CCGT_Ex,144.47670277035007,110.36075869738663,75.10967798138151,41.89173293472161,21.683156283550602,6.1343425953056805,2.5225149484016405
CoalExtraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_Ex,114.2197125709815,18.51230698915556,0.0,0.0,0.0,0.0,0.0
Elec_Network,339.1629629089419,259.0748625278758,176.32199821065245,120.00178925007586,81.67120137815529,55.584047340320325,45.85543081101706
ElectricityImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS,13.873965719250002,10.597842790966801,7.212713728337292,4.908851768521044,3.3408820303848463,2.2737481731519247,1.8757846362578374
HPS_New,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HydroStor,0.0,3.361023118441013,2.287457226737767,1.5568124140239081,3.449408112748663,3.938129327246176,8.901385303071768
HydroStor_Ex,137.3166666666667,104.89145463966113,71.38736154018139,48.58503874482113,33.06616099695914,22.504273564943144,18.565455533603274
NGImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCGT,7.2308512979329275e-06,5.528159264268388e-06,3.969991472247112e-06,3.816340359413284e-06,3.652910696089177e-06,3.5958204665789486e-06,1.8543056961438993
OCGT_Ex,2.7361111111111116,2.0900206906191325,1.4224329634882604,0.0,0.0,0.0,0.0
Offshore,0.0,3.186130723694513e-06,7.417646136949846e-06,2.3405967406049044e-05,51.135050978665355,69.3085314621523,86.04549209749544
OilImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil_Ex,54.0904500925926,42.09887732512501,28.651788521465328,19.499925832673895,13.271321865122276,9.03223866382883,7.451368061194739
PV,0.0,14.428711292992741,47.159558409014714,39.01556969853877,32.54485692783337,29.18701097668712,31.54201453576597
PV_Ex,72.38196805000001,55.290083154115614,37.62950155729003,24.695363384338258,16.184758646837178,10.591418060657766,8.388145498519384
RF_PV,0.0,2.107079713100135e-06,4.492975104101323,14.458359583820727,23.299691704301107,23.850824452045927,26.389178586416513
RF_PV_Ex,8.243947566666668,6.217554318664645,3.906058150087198,2.6583975435860974,1.8092606992005027,1.2313524309293955,1.0158345585625106
RoR,0.0,5.276431725134826e-06,4.906299297919451e-06,6.181617490522309e-06,6.762189900449226e-06,6.340891534824993e-06,3.114238590161916e-05
RoR_Ex,20.465822222222226,15.633134093595757,10.639648381076755,7.241165910508226,4.928215845625519,3.354060895888201,2.767015262230584
Wind,0.0,105.61801295816434,104.86457363476008,140.13701809936296,98.7769753269519,67.27120424884599,58.11489731435137
Wind_Ex,208.07610417870373,155.44890889875037,99.85232464126389,67.9578143356037,46.2509465439514,31.477617064719517,25.968236576594347
Total,1125.10035568354,933.2839734341115,690.3655838335912,548.3227571730276,443.5288017022434,347.6041914541721,343.53301974998226
