VARIABLE,REGION,INTERCONNECTION,FUEL,YEAR,VALUE
InterUndiscountedTradeCost,EL52,BULGARIA,GRBiomass,2045,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRBiomass,2050,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2023,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2025,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2030,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2035,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2040,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2045,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRGas,2050,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2023,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2025,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2030,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2035,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2040,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2045,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GRLignite,2050,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2023,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2025,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2030,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2035,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2040,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2045,0.0
InterUndiscountedTradeCost,EL52,BULGARIA,GROil,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Demand,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Storage,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2023,-309.29035813847884
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2025,-549.4482920669075
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2030,-530.3161500457178
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2035,-534.1446720763529
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2040,-472.61422720108897
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2045,-464.6247062006824
InterUndiscountedTradeCost,EL53,ALBANIA,Elec_Transmission,2050,-493.3836283952832
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRBiomass,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRGas,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GRLignite,2050,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2023,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2025,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2030,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2035,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2040,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2045,0.0
InterUndiscountedTradeCost,EL53,ALBANIA,GROil,2050,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2023,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2025,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2030,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2035,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2040,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2045,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Demand,2050,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2023,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2025,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2030,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2035,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2040,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2045,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Storage,2050,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2023,98.35755735658591
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2025,-286.2072736657185
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2030,-340.8085321101081
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2035,-444.6813699801246
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2040,-534.5472711082388
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2045,-564.7946123378326
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,Elec_Transmission,2050,-590.2419435800236
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2023,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2025,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2030,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2035,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2040,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2045,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRBiomass,2050,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRGas,2023,0.0
InterUndiscountedTradeCost,EL53,NORTH_MACEDONIA,GRGas,2025,0.0
