VARIABLE,REGION,TECHNOLOGY,YEAR,VALUE
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Batteries_New,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2023,7.8702174255694795
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2025,8.203179051342612
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2030,2.3109581638773506
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2035,2.1446962991506925e-06
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2040,4.272353078645362e-06
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2045,0.08067407187333257
UndiscountedTechnologyEmissionsPenalty,CHIOS,Chios,2050,0.15254601276985583
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Elec_Network,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OffshoreWind,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,OilImports,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,PV_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,RooftopPV_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind,2050,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,CHIOS,Wind_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2023,86.04967487373519
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2025,38.161995680878384
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2030,0.1595858682064005
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2035,1.6119068095375614e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2040,2.9196144839716176e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2045,0.6661298198466816
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos,2050,0.9926610763956383
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2023,8.480651146778717e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2025,2.007559750497618e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2030,6.718763675516217e-07
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2035,1.4097929078486493e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2040,2.7200535765051588e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2045,0.04868316332343539
UndiscountedTechnologyEmissionsPenalty,Crete,Atherinolakos_Diesel,2050,0.05550458613569053
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Batteries_New,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Elec_Network,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2023,0.04613494511022838
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2025,2.747100818038968e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2030,5.997770035888329e-07
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2035,1.3138246992173145e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2040,2.6548747283861378e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2045,0.3496701573845158
UndiscountedTechnologyEmissionsPenalty,Crete,Linoperamata,2050,0.8633476664346923
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OffshoreWind,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,OilImports,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,PV_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RoR_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,RooftopPV_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Wind_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2023,40.70639447955709
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2025,4.35065800196413
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2030,6.351991770161957e-07
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2035,1.3637334499420098e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2040,2.7121179150664228e-06
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2045,0.9820068376521011
UndiscountedTechnologyEmissionsPenalty,Crete,Xilokamara,2050,1.5652719810004319
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2023,54.80530556323988
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2025,48.96947788449983
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2030,48.99774486860561
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_IV,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2023,34.145027200718154
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2025,34.90544364373536
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2030,35.17282954179971
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2035,54.65463740916876
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2040,1.0520770132314512e-05
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2045,1.5338422703022054e-05
UndiscountedTechnologyEmissionsPenalty,EL30,AIS_Lavriou_V,2050,0.00010179625897797746
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BackStop,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Batteries_New,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassImports,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,BiomassProduction,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2023,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2025,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2030,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2035,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2040,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2045,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_CCS,2050,-0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Biomass_Ex,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2025,6.5036560818350164e-06
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2030,6.132324539606356e-06
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2035,9.250168421059528e-06
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2040,1.658259340357854e-05
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2045,2.2979202117734856e-05
UndiscountedTechnologyEmissionsPenalty,EL30,CCGT,2050,0.00010178332586972713
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,CoalExtraction,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Elec_Network,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2040,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2045,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Gas_CCS,2050,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Geothermal_HI,2023,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Geothermal_HI,2025,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Geothermal_HI,2030,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Geothermal_HI,2035,0.0
UndiscountedTechnologyEmissionsPenalty,EL30,Geothermal_HI,2040,0.0
