VARIABLE,REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
AnnualTechnologyEmission,EL30,Wind_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL30,Wind_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL30,Wind_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL30,Wind_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2023,0.48034942568880445
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2025,0.49477903107939986
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2030,0.48773217040989947
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2035,-0.0
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2040,-0.0
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2045,-0.0
AnnualTechnologyEmission,EL51,AIS_Komotinis,CO2,2050,-0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2023,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2025,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2030,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2035,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2040,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2045,0.0
AnnualTechnologyEmission,EL51,BackStop,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Batteries_New,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Biomass,CO2,2050,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2023,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2025,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2030,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2035,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2040,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2045,0.0
AnnualTechnologyEmission,EL51,BiomassImports,CO2,2050,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2023,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2025,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2030,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2035,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2040,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2045,0.0
AnnualTechnologyEmission,EL51,BiomassProduction,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2023,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2025,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2030,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2035,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2040,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2045,-0.0
AnnualTechnologyEmission,EL51,Biomass_CCS,CO2,2050,-0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Biomass_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL51,CCGT,CO2,2023,-0.0
AnnualTechnologyEmission,EL51,CCGT,CO2,2025,4.057841268759639e-08
AnnualTechnologyEmission,EL51,CCGT,CO2,2030,4.532544282594076e-08
AnnualTechnologyEmission,EL51,CCGT,CO2,2035,6.403806407675312e-08
AnnualTechnologyEmission,EL51,CCGT,CO2,2040,5.0643577487167705e-08
AnnualTechnologyEmission,EL51,CCGT,CO2,2045,4.725522501090538e-08
AnnualTechnologyEmission,EL51,CCGT,CO2,2050,2.04805781926367e-07
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2023,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2025,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2030,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2035,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2040,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2045,0.0
AnnualTechnologyEmission,EL51,CoalExtraction,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Elec_Network,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2023,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2025,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2030,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2035,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2040,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2045,-0.0
AnnualTechnologyEmission,EL51,Gas_CCS,CO2,2050,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2023,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2025,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2030,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2035,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2040,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2045,-0.0
AnnualTechnologyEmission,EL51,Geothermal_HI,CO2,2050,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2023,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2025,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2030,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2035,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2040,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2045,-0.0
AnnualTechnologyEmission,EL51,Geothermal_ME,CO2,2050,-0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2023,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2025,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2030,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2035,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2040,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2045,0.0
AnnualTechnologyEmission,EL51,HPS_New,CO2,2050,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2023,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2025,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2030,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2035,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2040,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2045,0.0
AnnualTechnologyEmission,EL51,HydroStor,CO2,2050,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2023,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2025,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2030,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2035,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2040,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2045,0.0
AnnualTechnologyEmission,EL51,NGImports,CO2,2050,0.0
AnnualTechnologyEmission,EL51,OCGT,CO2,2023,1.9085635354457623e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2025,1.6608791669750195e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2030,1.9457956131775305e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2035,2.699163651237037e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2040,3.0596103866740815e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2045,3.6528655051318523e-09
AnnualTechnologyEmission,EL51,OCGT,CO2,2050,2.0582360246932353e-08
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2023,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2025,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2030,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2035,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2040,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2045,0.0
AnnualTechnologyEmission,EL51,OffshoreWind,CO2,2050,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2023,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2025,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2030,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2035,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2040,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2045,0.0
AnnualTechnologyEmission,EL51,PV,CO2,2050,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL51,PV_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Platanovrisis,CO2,2050,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2023,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2025,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2030,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2035,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2040,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2045,0.0
AnnualTechnologyEmission,EL51,RoR,CO2,2050,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL51,RoR_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2023,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2025,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2030,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2035,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2040,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2045,0.0
AnnualTechnologyEmission,EL51,RooftopPV,CO2,2050,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL51,RooftopPV_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Thisavros,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Wind,CO2,2050,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL51,Wind_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Agra,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Asomaton,CO2,2050,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2023,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2025,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2030,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2035,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2040,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2045,0.0
AnnualTechnologyEmission,EL52,BackStop,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Batteries_New,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Biomass,CO2,2050,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2023,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2025,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2030,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2035,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2040,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2045,0.0
AnnualTechnologyEmission,EL52,BiomassImports,CO2,2050,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2023,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2025,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2030,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2035,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2040,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2045,0.0
AnnualTechnologyEmission,EL52,BiomassProduction,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2023,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2025,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2030,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2035,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2040,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2045,-0.0
AnnualTechnologyEmission,EL52,Biomass_CCS,CO2,2050,-0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Biomass_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL52,CCGT,CO2,2023,-0.0
AnnualTechnologyEmission,EL52,CCGT,CO2,2025,4.368140037947812e-08
AnnualTechnologyEmission,EL52,CCGT,CO2,2030,5.0103579172138646e-08
AnnualTechnologyEmission,EL52,CCGT,CO2,2035,5.853121030382977e-08
AnnualTechnologyEmission,EL52,CCGT,CO2,2040,4.780264723559389e-08
AnnualTechnologyEmission,EL52,CCGT,CO2,2045,4.381883181667061e-08
AnnualTechnologyEmission,EL52,CCGT,CO2,2050,2.0839092050107693e-07
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2023,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2025,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2030,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2035,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2040,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2045,0.0
AnnualTechnologyEmission,EL52,CoalExtraction,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Edeseou,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2023,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2025,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2030,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2035,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2040,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2045,0.0
AnnualTechnologyEmission,EL52,Elec_Network,CO2,2050,0.0
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2023,0.38409278407099173
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2025,0.44299861516698247
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2030,0.4281329086731448
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2035,0.41051829465328
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2040,-0.0
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2045,-0.0
AnnualTechnologyEmission,EL52,Energ_Thesalonikis,CO2,2050,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2023,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2025,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2030,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2035,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2040,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2045,-0.0
AnnualTechnologyEmission,EL52,Gas_CCS,CO2,2050,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2023,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2025,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2030,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2035,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2040,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2045,-0.0
AnnualTechnologyEmission,EL52,Geothermal_HI,CO2,2050,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2023,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2025,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2030,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2035,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2040,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2045,-0.0
AnnualTechnologyEmission,EL52,Geothermal_ME,CO2,2050,-0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2023,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2025,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2030,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2035,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2040,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2045,0.0
AnnualTechnologyEmission,EL52,HPS_New,CO2,2050,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2023,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2025,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2030,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2035,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2040,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2045,0.0
AnnualTechnologyEmission,EL52,HydroStor,CO2,2050,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2023,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2025,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2030,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2035,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2040,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2045,0.0
AnnualTechnologyEmission,EL52,NGImports,CO2,2050,0.0
AnnualTechnologyEmission,EL52,OCGT,CO2,2023,1.9131262968782225e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2025,1.662348605507499e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2030,1.952374578494414e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2035,2.6039754224277588e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2040,3.0950023681447912e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2045,3.6850471339294215e-09
AnnualTechnologyEmission,EL52,OCGT,CO2,2050,2.0599630325534227e-08
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2023,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2025,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2030,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2035,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2040,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2045,0.0
AnnualTechnologyEmission,EL52,OffshoreWind,CO2,2050,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2023,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2025,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2030,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2035,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2040,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2045,0.0
AnnualTechnologyEmission,EL52,PV,CO2,2050,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL52,PV_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2023,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2025,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2030,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2035,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2040,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2045,0.0
AnnualTechnologyEmission,EL52,RoR,CO2,2050,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2023,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2025,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2030,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2035,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2040,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2045,0.0
AnnualTechnologyEmission,EL52,RoR_Ex,CO2,2050,0.0
AnnualTechnologyEmission,EL52,RooftopPV,CO2,2023,0.0
AnnualTechnologyEmission,EL52,RooftopPV,CO2,2025,0.0
