TECHNOLOGY,2023,2025,2030,2035,2040,2045,2050
BackStop,1.8760669344781248e-05,9.823976116386378e-06,1.4434567663721762e-05,2.1209270030215368e-05,3.116346829568251e-05,4.578924451369732e-05,0.0002775175918092869
Batteries_New,4.263764642689028e-05,4.793791869046959e-05,16.150576180808415,80.9536205309481,122.39824732833178,174.21775457536557,278.6697989825079
Biomass,0.0,74.44815711274411,74.4481631421092,85.61772435587754,94.7087383512686,102.24290279791838,109.857164994621
BiomassImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BiomassProduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCGT,0.0,2.9889467436315757e-05,3.2972441606011404e-05,3.540827870092899e-05,3.545264404775034e-05,3.5506230588503256e-05,0.00015655886478267757
CCGT_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoalExtraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elec_Network,1.0499999325358447e-08,1.537172659706159e-08,2.473067731486577e-08,4.489213667281393e-08,7.847068482222624e-08,1.4773370090019172e-07,7.910378844097356e-07
ElectricityImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS_New,0.00011270801198806709,0.00011276137323256183,0.0001813391940497043,3.90013996780818,3.902488496862259,3.9032244216330096,3.9102500303566514
HydroStor,0.0,16.957950309463286,16.957960447250077,16.958041724648012,55.208096229354375,92.61193163947839,253.7429340154798
HydroStor_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCGT,1.7342044974011007e-05,1.7356996200683517e-05,1.8314808131704958e-05,2.5868942593587046e-05,3.63822378958436e-05,5.2621973520282986e-05,32.89348229444322
OCGT_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offshore,0.0,1.8182597560931353e-05,6.306611850740007e-05,0.00027861171453315585,858.0115945595498,1772.5998562858038,2778.8221780655485
OilImports,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV,0.0,86.3335014712142,312.731446243547,381.5803460871822,464.94349704138085,596.1010080909128,755.5457594770317
PV_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF_PV,0.0,1.526697133425959e-05,36.8488837750686,164.44351286604294,368.5043963123563,531.7533082123435,682.5868673721777
RF_PV_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoR,0.0,2.9384762033837085e-05,4.01471453545853e-05,7.421755462791216e-05,0.00011906633359327109,0.00016376879195774543,0.0009685945431110494
RoR_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,477.2251541331461,726.0899595083602,1396.0017229586922,1443.9878803870997,1444.9125283423796,1508.7760004834172
Wind_Ex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.00019145887273307497,654.965043646002,1183.2273395961495,2129.455543851852,3411.665160849358,4718.3428121998095,6404.805839177621
