INTERCONNECTION,FUEL,TIMESLICE,2023,2025,2030,2035,2040,2045,2050
ALBANIA,Elec_Transmission,m10_d1_t1,4.406631831965392e-11,4.530014694910943e-11,5.2594517814569164e-11,7.900061765636959e-11,2.943286244516103e-10,4.2950143235976656e-10,2.8109073034548283e-09
ALBANIA,Elec_Transmission,m10_d1_t10,3.8299681264999765e-11,2.2283286007596167e-11,3.2738640117926886e-11,9.622297317825645e-11,1.4139513366621494e-10,3.040427372212801e-10,2.0643505549356676e-09
ALBANIA,Elec_Transmission,m10_d1_t11,3.2518198886987446e-11,2.3183868522666043e-11,3.406130258738667e-11,1.0010908932468659e-10,1.6171854399296739e-10,2.54668364145315e-10,1.7074920663232864e-09
ALBANIA,Elec_Transmission,m10_d1_t12,3.2375556625531217e-11,2.3971135447092625e-11,7.045297848215864e-11,1.0351348891935058e-10,1.6079752282559667e-10,2.667816884422924e-10,1.873071575032283e-09
ALBANIA,Elec_Transmission,m10_d1_t13,3.7122515894749295e-11,3.1251285574607915e-11,9.18513853311852e-11,1.3495126646964684e-10,2.129766804030083e-10,3.4298925612233195e-10,2.526225750099465e-09
ALBANIA,Elec_Transmission,m10_d1_t14,3.7149744901309376e-11,3.254681079119644e-11,9.565824714873958e-11,1.4054194881491632e-10,2.0649509252666718e-10,3.427074949852778e-10,2.3333021289037987e-09
ALBANIA,Elec_Transmission,m10_d1_t15,3.3449874013162844e-11,2.4293637135257504e-11,7.140041515302582e-11,1.1031780781940904e-10,1.6519669972078768e-10,2.690525304694733e-10,1.6963437029274492e-09
ALBANIA,Elec_Transmission,m10_d1_t16,4.3092332829908666e-11,2.947854621557219e-11,4.330998945296952e-11,1.2729841324263314e-10,1.8706650339841804e-10,3.5591352329266106e-10,2.155720760820984e-09
ALBANIA,Elec_Transmission,m10_d1_t17,3.8836387687302646e-11,2.034068486459141e-11,2.9884701801339526e-11,8.783593910205349e-11,1.2906107841110983e-10,2.5353448101850155e-10,1.5357471943475613e-09
ALBANIA,Elec_Transmission,m10_d1_t18,4.013312392931533e-11,2.101958559189822e-11,3.088208233051965e-11,9.076649387237335e-11,1.3336566595802115e-10,2.646437187015704e-10,1.6030686275885493e-09
ALBANIA,Elec_Transmission,m10_d1_t19,3.075489488362041e-11,1.6065981530857526e-11,2.3604168789809297e-11,6.93758656126124e-11,1.383051524127727e-10,2.0320790405147288e-10,1.2310272176027235e-09
ALBANIA,Elec_Transmission,m10_d1_t2,4.0042616096157584e-11,3.4667974136558816e-11,4.122512310126091e-11,6.355279488581032e-11,2.2498952070640702e-10,3.1687956394546675e-10,2.031084844730618e-09
ALBANIA,Elec_Transmission,m10_d1_t20,3.941256207960531e-11,2.0642142628194708e-11,3.0327224118771317e-11,8.91387204280661e-11,3.1230396081302477e-10,4.589604684047016e-10,2.7798759069824847e-09
ALBANIA,Elec_Transmission,m10_d1_t21,4.678182159818075e-11,2.45030696034972e-11,7.201709926569482e-11,1.0581118945183376e-10,2.4951987748220575e-10,4.4583779274650667e-10,3.6972728270336377e-09
ALBANIA,Elec_Transmission,m10_d1_t22,4.708701247274407e-11,3.7139312959156475e-11,5.456368861657935e-11,1.6036361177977298e-10,2.3558815147260487e-10,3.998923694891909e-10,3.4232488427693307e-09
ALBANIA,Elec_Transmission,m10_d1_t23,1.6180939526960988e-10,6.495727576482495e-10,6.301480180725534e-10,5.981515088004224e-10,1.1981887578331096e-09,3.0241012623161075e-09,0.004278123643386
ALBANIA,Elec_Transmission,m10_d1_t24,1.7882201845615213e-10,0.00039116922064790004,3.1547327465552493e-10,6.588673112333902e-10,8.344730581827434e-10,1.9476813263585466e-09,9.800298308685005e-08
ALBANIA,Elec_Transmission,m10_d1_t3,4.406606275908157e-11,4.3324981955180064e-11,5.945478300980682e-11,9.420638172511732e-11,1.4160234710350002e-10,4.0196621157680646e-10,2.561909282226404e-09
ALBANIA,Elec_Transmission,m10_d1_t4,4.356780762427428e-11,4.528214160582217e-11,5.782201059391536e-11,8.69701734771469e-11,1.304824571647049e-10,3.754623556595011e-10,2.3567333968648302e-09
ALBANIA,Elec_Transmission,m10_d1_t5,4.4066282256523405e-11,4.3887902949875906e-11,6.251724248127444e-11,9.421522325749993e-11,1.416053205445368e-10,4.0826094886246204e-10,2.5608675386044337e-09
ALBANIA,Elec_Transmission,m10_d1_t6,4.249083566434837e-11,3.7148615274183946e-11,4.6137992379037285e-11,7.266965198837223e-11,2.3562664514839076e-10,3.3475389373853777e-10,2.137504279403361e-09
ALBANIA,Elec_Transmission,m10_d1_t7,4.4066855443583536e-11,3.0983368570048926e-11,4.5520361330464707e-11,6.687792509408872e-11,1.965582122577388e-10,3.0860232474618425e-10,2.190715045529001e-09
ALBANIA,Elec_Transmission,m10_d1_t8,3.4303082593974167e-11,1.7965480293740804e-11,2.639464999085435e-11,3.8779305245013676e-11,1.1399071456831855e-10,3.4874318954228976e-10,2.117534744111185e-09
ALBANIA,Elec_Transmission,m10_d1_t9,3.4972444024961776e-11,1.7965675112551226e-11,2.639512542358693e-11,7.757790036943886e-11,1.1717351094441079e-10,3.457876150438729e-10,2.8966192542640884e-09
ALBANIA,Elec_Transmission,m10_d2_t1,5.017468921013687e-11,6.746152175718819e-11,7.682177148609339e-11,9.958424361040764e-11,3.6453799806937746e-10,6.388797083757563e-10,4.996448108106507e-09
ALBANIA,Elec_Transmission,m10_d2_t10,4.406236396025647e-11,4.3111027417031195e-11,5.6437187676239065e-11,1.5101036560842782e-10,2.6094421794493864e-10,4.0171390844107804e-10,2.432745340749522e-09
