VARIABLE,REGION,STORAGE,YEAR,VALUE
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2023,2.1682510544637e-06
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2025,2.1828345780174065e-06
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2030,0.7777414378134656
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2035,8.978317710939582
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2040,8.978315889431274
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2045,9.052545513842588
vAnnCapexStor,KARPATHOS,BATTERY_STORAGE_NEW,2050,9.10835273961146
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2023,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2025,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2030,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2035,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2040,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2045,-0.0
vAnnCapexStor,KARPATHOS,HPS_STORAGE_NEW,2050,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2023,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2025,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2030,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2035,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2040,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2045,-0.0
vAnnCapexStor,KARPATHOS,Sfikia_S,2050,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2023,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2025,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2030,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2035,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2040,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2045,-0.0
vAnnCapexStor,KARPATHOS,Thisavros_S,2050,-0.0
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2023,2.2114792554645672e-06
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2025,2.2252617888320116e-06
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2030,10.799387089301
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2035,10.79938709733798
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2040,15.300285931273013
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2045,23.05294013808177
vAnnCapexStor,KOS,BATTERY_STORAGE_NEW,2050,23.052940633912105
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2023,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2025,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2030,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2035,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2040,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2045,-0.0
vAnnCapexStor,KOS,HPS_STORAGE_NEW,2050,-0.0
vAnnCapexStor,KOS,Sfikia_S,2023,-0.0
vAnnCapexStor,KOS,Sfikia_S,2025,-0.0
vAnnCapexStor,KOS,Sfikia_S,2030,-0.0
vAnnCapexStor,KOS,Sfikia_S,2035,-0.0
vAnnCapexStor,KOS,Sfikia_S,2040,-0.0
vAnnCapexStor,KOS,Sfikia_S,2045,-0.0
vAnnCapexStor,KOS,Sfikia_S,2050,-0.0
vAnnCapexStor,KOS,Thisavros_S,2023,-0.0
vAnnCapexStor,KOS,Thisavros_S,2025,-0.0
vAnnCapexStor,KOS,Thisavros_S,2030,-0.0
vAnnCapexStor,KOS,Thisavros_S,2035,-0.0
vAnnCapexStor,KOS,Thisavros_S,2040,-0.0
vAnnCapexStor,KOS,Thisavros_S,2045,-0.0
vAnnCapexStor,KOS,Thisavros_S,2050,-0.0
vAnnCapexStor,LEMNOS,BATTERY_STORAGE_NEW,2023,2.1669361375176994e-06
vAnnCapexStor,LEMNOS,BATTERY_STORAGE_NEW,2025,2.181389895084439e-06
vAnnCapexStor,LEMNOS,BATTERY_STORAGE_NEW,2030,1.9257581431764157
