REGION,FUEL,YEAR,VALUE
Greece,Elec_Demand,2023,0.2
Greece,Elec_Demand,2025,0.2
Greece,Elec_Demand,2030,0.2
Greece,Elec_Demand,2035,0.2
Greece,Elec_Demand,2040,0.2
Greece,Elec_Demand,2045,0.2
Greece,Elec_Demand,2050,0.2
