REGION,FUEL,TIMESLICE,YEAR,VALUE
Greece,Elec_Demand,m10_d2_t14,2023,9.23E-05
Greece,Elec_Demand,m10_d2_t15,2023,9.21E-05
Greece,Elec_Demand,m10_d2_t16,2023,9.29E-05
Greece,Elec_Demand,m10_d2_t17,2023,0.00010052
Greece,Elec_Demand,m10_d2_t18,2023,0.000100296
Greece,Elec_Demand,m10_d2_t19,2023,9.59E-05
Greece,Elec_Demand,m10_d2_t20,2023,9.18E-05
Greece,Elec_Demand,m10_d2_t21,2023,8.68E-05
Greece,Elec_Demand,m10_d2_t22,2023,8.19E-05
Greece,Elec_Demand,m10_d2_t23,2023,7.76E-05
Greece,Elec_Demand,m10_d2_t24,2023,7.52E-05
Greece,Elec_Demand,m10_d3_t1,2023,8.19E-05
Greece,Elec_Demand,m10_d3_t2,2023,8.24E-05
Greece,Elec_Demand,m10_d3_t3,2023,8.51E-05
Greece,Elec_Demand,m10_d3_t4,2023,9.07E-05
Greece,Elec_Demand,m10_d3_t5,2023,9.88E-05
Greece,Elec_Demand,m10_d3_t6,2023,0.00010605
Greece,Elec_Demand,m10_d3_t7,2023,0.000113458
Greece,Elec_Demand,m10_d3_t8,2023,0.000118437
Greece,Elec_Demand,m10_d3_t9,2023,0.000121763
Greece,Elec_Demand,m10_d3_t10,2023,0.000122987
Greece,Elec_Demand,m10_d3_t11,2023,0.00012113
Greece,Elec_Demand,m10_d3_t12,2023,0.000116029
Greece,Elec_Demand,m10_d3_t13,2023,0.00011007
Greece,Elec_Demand,m10_d3_t14,2023,0.000105663
Greece,Elec_Demand,m10_d3_t15,2023,0.000105295
Greece,Elec_Demand,m10_d3_t16,2023,0.000108091
Greece,Elec_Demand,m10_d3_t17,2023,0.000117661
Greece,Elec_Demand,m10_d3_t18,2023,0.000117396
Greece,Elec_Demand,m10_d3_t19,2023,0.000110417
Greece,Elec_Demand,m10_d3_t20,2023,0.000101398
Greece,Elec_Demand,m10_d3_t21,2023,9.53E-05
Greece,Elec_Demand,m10_d3_t22,2023,8.75E-05
Greece,Elec_Demand,m10_d3_t23,2023,8.27E-05
Greece,Elec_Demand,m10_d3_t24,2023,7.98E-05
Greece,Elec_Demand,m10_d4_t1,2023,0.000694581
Greece,Elec_Demand,m10_d4_t2,2023,0.000698071
Greece,Elec_Demand,m10_d4_t3,2023,0.000725251
Greece,Elec_Demand,m10_d4_t4,2023,0.000787694
Greece,Elec_Demand,m10_d4_t5,2023,0.000869604
Greece,Elec_Demand,m10_d4_t6,2023,0.000941964
Greece,Elec_Demand,m10_d4_t7,2023,0.001012671
Greece,Elec_Demand,m10_d4_t8,2023,0.001040403
Greece,Elec_Demand,m10_d4_t9,2023,0.001076031
Greece,Elec_Demand,m10_d4_t10,2023,0.001096233
Greece,Elec_Demand,m10_d4_t11,2023,0.001093479
Greece,Elec_Demand,m10_d4_t12,2023,0.001046279
Greece,Elec_Demand,m10_d4_t13,2023,0.00099155
Greece,Elec_Demand,m10_d4_t14,2023,0.000960696
Greece,Elec_Demand,m10_d4_t15,2023,0.00096437
Greece,Elec_Demand,m10_d4_t16,2023,0.001002202
Greece,Elec_Demand,m10_d4_t17,2023,0.001084112
Greece,Elec_Demand,m10_d4_t18,2023,0.001074195
Greece,Elec_Demand,m10_d4_t19,2023,0.001005508
Greece,Elec_Demand,m10_d4_t20,2023,0.00091313
Greece,Elec_Demand,m10_d4_t21,2023,0.00082718
Greece,Elec_Demand,m10_d4_t22,2023,0.000788061
Greece,Elec_Demand,m10_d4_t23,2023,0.000759044
Greece,Elec_Demand,m10_d4_t24,2023,0.000743984
Greece,Elec_Demand,m10_d5_t1,2023,0.001499682
Greece,Elec_Demand,m10_d5_t2,2023,0.001492315
Greece,Elec_Demand,m10_d5_t3,2023,0.001526434
Greece,Elec_Demand,m10_d5_t4,2023,0.001653604
Greece,Elec_Demand,m10_d5_t5,2023,0.001844748
Greece,Elec_Demand,m10_d5_t6,2023,0.001945166
Greece,Elec_Demand,m10_d5_t7,2023,0.002063419
Greece,Elec_Demand,m10_d5_t8,2023,0.002189039
Greece,Elec_Demand,m10_d5_t9,2023,0.002248747
Greece,Elec_Demand,m10_d5_t10,2023,0.002274724
Greece,Elec_Demand,m10_d5_t11,2023,0.002234789
Greece,Elec_Demand,m10_d5_t12,2023,0.002121189
Greece,Elec_Demand,m10_d5_t13,2023,0.002028912
Greece,Elec_Demand,m10_d5_t14,2023,0.001959899
Greece,Elec_Demand,m10_d5_t15,2023,0.001949819
Greece,Elec_Demand,m10_d5_t16,2023,0.002005262
Greece,Elec_Demand,m10_d5_t17,2023,0.002149104
Greece,Elec_Demand,m10_d5_t18,2023,0.002106843
Greece,Elec_Demand,m10_d5_t19,2023,0.001979673
Greece,Elec_Demand,m10_d5_t20,2023,0.001859869
Greece,Elec_Demand,m10_d5_t21,2023,0.001717965
Greece,Elec_Demand,m10_d5_t22,2023,0.001610956
Greece,Elec_Demand,m10_d5_t23,2023,0.001536514
Greece,Elec_Demand,m10_d5_t24,2023,0.001493866
Greece,Elec_Demand,m11_d1_t1,2023,8.75E-05
Greece,Elec_Demand,m11_d1_t2,2023,8.55E-05
Greece,Elec_Demand,m11_d1_t3,2023,8.53E-05
Greece,Elec_Demand,m11_d1_t4,2023,8.87E-05
Greece,Elec_Demand,m11_d1_t5,2023,0.000102261
Greece,Elec_Demand,m11_d1_t6,2023,0.000119026
Greece,Elec_Demand,m11_d1_t7,2023,0.000127816
Greece,Elec_Demand,m11_d1_t8,2023,0.000134955
Greece,Elec_Demand,m11_d1_t9,2023,0.000139778
Greece,Elec_Demand,m11_d1_t10,2023,0.000137977
Greece,Elec_Demand,m11_d1_t11,2023,0.000136198
Greece,Elec_Demand,m11_d1_t12,2023,0.000134697
Greece,Elec_Demand,m11_d1_t13,2023,0.000132189
Greece,Elec_Demand,m11_d1_t14,2023,0.00013191
Greece,Elec_Demand,m11_d1_t15,2023,0.000133218
Greece,Elec_Demand,m11_d1_t16,2023,0.000141536
Greece,Elec_Demand,m11_d1_t17,2023,0.000148161
Greece,Elec_Demand,m11_d1_t18,2023,0.000150283
Greece,Elec_Demand,m11_d1_t19,2023,0.000149683
Greece,Elec_Demand,m11_d1_t20,2023,0.000142437
Greece,Elec_Demand,m11_d1_t21,2023,0.000131246
Greece,Elec_Demand,m11_d1_t22,2023,0.000118983
Greece,Elec_Demand,m11_d1_t23,2023,0.000105305
Greece,Elec_Demand,m11_d1_t24,2023,9.57E-05
Greece,Elec_Demand,m11_d2_t1,2023,7.86E-05
Greece,Elec_Demand,m11_d2_t2,2023,7.87E-05
Greece,Elec_Demand,m11_d2_t3,2023,7.90E-05
Greece,Elec_Demand,m11_d2_t4,2023,8.19E-05
Greece,Elec_Demand,m11_d2_t5,2023,9.12E-05
Greece,Elec_Demand,m11_d2_t6,2023,0.000101596
Greece,Elec_Demand,m11_d2_t7,2023,0.000108435
Greece,Elec_Demand,m11_d2_t8,2023,0.000113623
Greece,Elec_Demand,m11_d2_t9,2023,0.000115574
Greece,Elec_Demand,m11_d2_t10,2023,0.000115853
Greece,Elec_Demand,m11_d2_t11,2023,0.000116518
Greece,Elec_Demand,m11_d2_t12,2023,0.000114695
Greece,Elec_Demand,m11_d2_t13,2023,0.000111415
Greece,Elec_Demand,m11_d2_t14,2023,0.000108264
Greece,Elec_Demand,m11_d2_t15,2023,0.000106742
Greece,Elec_Demand,m11_d2_t16,2023,0.000112123
Greece,Elec_Demand,m11_d2_t17,2023,0.000119262
Greece,Elec_Demand,m11_d2_t18,2023,0.000120548
Greece,Elec_Demand,m11_d2_t19,2023,0.000121105
Greece,Elec_Demand,m11_d2_t20,2023,0.000114931
Greece,Elec_Demand,m11_d2_t21,2023,0.000104019
Greece,Elec_Demand,m11_d2_t22,2023,9.67E-05
Greece,Elec_Demand,m11_d2_t23,2023,8.79E-05
Greece,Elec_Demand,m11_d2_t24,2023,8.26E-05
Greece,Elec_Demand,m11_d3_t1,2023,8.00E-05
Greece,Elec_Demand,m11_d3_t2,2023,7.72E-05
Greece,Elec_Demand,m11_d3_t3,2023,7.61E-05
Greece,Elec_Demand,m11_d3_t4,2023,7.93E-05
Greece,Elec_Demand,m11_d3_t5,2023,8.74E-05
Greece,Elec_Demand,m11_d3_t6,2023,9.77E-05
Greece,Elec_Demand,m11_d3_t7,2023,0.000108564
Greece,Elec_Demand,m11_d3_t8,2023,0.000113237
Greece,Elec_Demand,m11_d3_t9,2023,0.000114674
Greece,Elec_Demand,m11_d3_t10,2023,0.000115188
Greece,Elec_Demand,m11_d3_t11,2023,0.00011611
Greece,Elec_Demand,m11_d3_t12,2023,0.000116603
Greece,Elec_Demand,m11_d3_t13,2023,0.000113323
Greece,Elec_Demand,m11_d3_t14,2023,0.000110193
Greece,Elec_Demand,m11_d3_t15,2023,0.000108092
Greece,Elec_Demand,m11_d3_t16,2023,0.000114459
Greece,Elec_Demand,m11_d3_t17,2023,0.000120741
Greece,Elec_Demand,m11_d3_t18,2023,0.000121448
Greece,Elec_Demand,m11_d3_t19,2023,0.000120055
Greece,Elec_Demand,m11_d3_t20,2023,0.000112509
Greece,Elec_Demand,m11_d3_t21,2023,0.000103869
Greece,Elec_Demand,m11_d3_t22,2023,9.69E-05
Greece,Elec_Demand,m11_d3_t23,2023,8.78E-05
Greece,Elec_Demand,m11_d3_t24,2023,8.26E-05
Greece,Elec_Demand,m11_d4_t1,2023,0.000967814
Greece,Elec_Demand,m11_d4_t2,2023,0.000957781
Greece,Elec_Demand,m11_d4_t3,2023,0.000967042
Greece,Elec_Demand,m11_d4_t4,2023,0.000997913
Greece,Elec_Demand,m11_d4_t5,2023,0.001096444
Greece,Elec_Demand,m11_d4_t6,2023,0.001189829
Greece,Elec_Demand,m11_d4_t7,2023,0.00130997
Greece,Elec_Demand,m11_d4_t8,2023,0.001392551
Greece,Elec_Demand,m11_d4_t9,2023,0.00144709
Greece,Elec_Demand,m11_d4_t10,2023,0.00148748
Greece,Elec_Demand,m11_d4_t11,2023,0.001499571
Greece,Elec_Demand,m11_d4_t12,2023,0.001487223
Greece,Elec_Demand,m11_d4_t13,2023,0.001422907
Greece,Elec_Demand,m11_d4_t14,2023,0.001366567
Greece,Elec_Demand,m11_d4_t15,2023,0.001335439
Greece,Elec_Demand,m11_d4_t16,2023,0.001405156
Greece,Elec_Demand,m11_d4_t17,2023,0.001484907
Greece,Elec_Demand,m11_d4_t18,2023,0.001477961
Greece,Elec_Demand,m11_d4_t19,2023,0.001445289
Greece,Elec_Demand,m11_d4_t20,2023,0.001355248
Greece,Elec_Demand,m11_d4_t21,2023,0.00123485
Greece,Elec_Demand,m11_d4_t22,2023,0.001160502
Greece,Elec_Demand,m11_d4_t23,2023,0.001071232
Greece,Elec_Demand,m11_d4_t24,2023,0.001005888
Greece,Elec_Demand,m11_d5_t1,2023,0.001181147
Greece,Elec_Demand,m11_d5_t2,2023,0.001137091
Greece,Elec_Demand,m11_d5_t3,2023,0.00113484
Greece,Elec_Demand,m11_d5_t4,2023,0.001148668
Greece,Elec_Demand,m11_d5_t5,2023,0.001208159
Greece,Elec_Demand,m11_d5_t6,2023,0.001255109
Greece,Elec_Demand,m11_d5_t7,2023,0.001345472
Greece,Elec_Demand,m11_d5_t8,2023,0.001473138
Greece,Elec_Demand,m11_d5_t9,2023,0.001562857
Greece,Elec_Demand,m11_d5_t10,2023,0.001631674
Greece,Elec_Demand,m11_d5_t11,2023,0.001695025
Greece,Elec_Demand,m11_d5_t12,2023,0.001661902
Greece,Elec_Demand,m11_d5_t13,2023,0.001553531
Greece,Elec_Demand,m11_d5_t14,2023,0.001509797
Greece,Elec_Demand,m11_d5_t15,2023,0.001546778
Greece,Elec_Demand,m11_d5_t16,2023,0.001690201
Greece,Elec_Demand,m11_d5_t17,2023,0.001844879
Greece,Elec_Demand,m11_d5_t18,2023,0.001860314
Greece,Elec_Demand,m11_d5_t19,2023,0.001833302
Greece,Elec_Demand,m11_d5_t20,2023,0.001745512
Greece,Elec_Demand,m11_d5_t21,2023,0.001653863
Greece,Elec_Demand,m11_d5_t22,2023,0.001531664
Greece,Elec_Demand,m11_d5_t23,2023,0.001385669
Greece,Elec_Demand,m11_d5_t24,2023,0.001270545
Greece,Elec_Demand,m12_d1_t1,2023,9.23E-05
Greece,Elec_Demand,m12_d1_t2,2023,8.95E-05
Greece,Elec_Demand,m12_d1_t3,2023,8.91E-05
Greece,Elec_Demand,m12_d1_t4,2023,9.26E-05
Greece,Elec_Demand,m12_d1_t5,2023,0.000105707
Greece,Elec_Demand,m12_d1_t6,2023,0.000124353
Greece,Elec_Demand,m12_d1_t7,2023,0.000135646
Greece,Elec_Demand,m12_d1_t8,2023,0.000144312
Greece,Elec_Demand,m12_d1_t9,2023,0.000145266
Greece,Elec_Demand,m12_d1_t10,2023,0.000141706
Greece,Elec_Demand,m12_d1_t11,2023,0.000140541
Greece,Elec_Demand,m12_d1_t12,2023,0.000138888
Greece,Elec_Demand,m12_d1_t13,2023,0.0001359
Greece,Elec_Demand,m12_d1_t14,2023,0.000135328
Greece,Elec_Demand,m12_d1_t15,2023,0.000136091
Greece,Elec_Demand,m12_d1_t16,2023,0.00014516
Greece,Elec_Demand,m12_d1_t17,2023,0.000152809
Greece,Elec_Demand,m12_d1_t18,2023,0.000152893
Greece,Elec_Demand,m12_d1_t19,2023,0.000150838
Greece,Elec_Demand,m12_d1_t20,2023,0.000142871
Greece,Elec_Demand,m12_d1_t21,2023,0.000131366
Greece,Elec_Demand,m12_d1_t22,2023,0.000118272
Greece,Elec_Demand,m12_d1_t23,2023,0.00010683
Greece,Elec_Demand,m12_d1_t24,2023,9.75E-05
Greece,Elec_Demand,m12_d2_t1,2023,9.17E-05
Greece,Elec_Demand,m12_d2_t2,2023,8.83E-05
Greece,Elec_Demand,m12_d2_t3,2023,8.76E-05
Greece,Elec_Demand,m12_d2_t4,2023,9.07E-05
Greece,Elec_Demand,m12_d2_t5,2023,0.000101152
Greece,Elec_Demand,m12_d2_t6,2023,0.000117191
Greece,Elec_Demand,m12_d2_t7,2023,0.000126641
Greece,Elec_Demand,m12_d2_t8,2023,0.000132404
Greece,Elec_Demand,m12_d2_t9,2023,0.000133337
Greece,Elec_Demand,m12_d2_t10,2023,0.000131366
Greece,Elec_Demand,m12_d2_t11,2023,0.000130455
Greece,Elec_Demand,m12_d2_t12,2023,0.000128591
Greece,Elec_Demand,m12_d2_t13,2023,0.000125836
Greece,Elec_Demand,m12_d2_t14,2023,0.000126429
Greece,Elec_Demand,m12_d2_t15,2023,0.000124141
Greece,Elec_Demand,m12_d2_t16,2023,0.000131938
Greece,Elec_Demand,m12_d2_t17,2023,0.000136769
Greece,Elec_Demand,m12_d2_t18,2023,0.000137807
Greece,Elec_Demand,m12_d2_t19,2023,0.000136769
Greece,Elec_Demand,m12_d2_t20,2023,0.00013018
Greece,Elec_Demand,m12_d2_t21,2023,0.000120815
Greece,Elec_Demand,m12_d2_t22,2023,0.000110856
Greece,Elec_Demand,m12_d2_t23,2023,9.99E-05
Greece,Elec_Demand,m12_d2_t24,2023,9.14E-05
Greece,Elec_Demand,m12_d3_t1,2023,9.17E-05
Greece,Elec_Demand,m12_d3_t2,2023,8.80E-05
Greece,Elec_Demand,m12_d3_t3,2023,8.80E-05
Greece,Elec_Demand,m12_d3_t4,2023,8.85E-05
Greece,Elec_Demand,m12_d3_t5,2023,9.19E-05
Greece,Elec_Demand,m12_d3_t6,2023,9.64E-05
Greece,Elec_Demand,m12_d3_t7,2023,0.000105093
Greece,Elec_Demand,m12_d3_t8,2023,0.000116323
Greece,Elec_Demand,m12_d3_t9,2023,0.000131811
Greece,Elec_Demand,m12_d3_t10,2023,0.000140689
Greece,Elec_Demand,m12_d3_t11,2023,0.000143528
Greece,Elec_Demand,m12_d3_t12,2023,0.000142257
Greece,Elec_Demand,m12_d3_t13,2023,0.000136409
Greece,Elec_Demand,m12_d3_t14,2023,0.000134587
Greece,Elec_Demand,m12_d3_t15,2023,0.000133188
Greece,Elec_Demand,m12_d3_t16,2023,0.000140308
Greece,Elec_Demand,m12_d3_t17,2023,0.000144079
Greece,Elec_Demand,m12_d3_t18,2023,0.000144524
Greece,Elec_Demand,m12_d3_t19,2023,0.000144609
Greece,Elec_Demand,m12_d3_t20,2023,0.000133146
Greece,Elec_Demand,m12_d3_t21,2023,0.000123908
Greece,Elec_Demand,m12_d3_t22,2023,0.000115263
Greece,Elec_Demand,m12_d3_t23,2023,0.000103186
Greece,Elec_Demand,m12_d3_t24,2023,9.48E-05
Greece,Elec_Demand,m12_d4_t1,2023,0.001447571
Greece,Elec_Demand,m12_d4_t2,2023,0.001409602
Greece,Elec_Demand,m12_d4_t3,2023,0.00138621
Greece,Elec_Demand,m12_d4_t4,2023,0.001430282
Greece,Elec_Demand,m12_d4_t5,2023,0.001619788
Greece,Elec_Demand,m12_d4_t6,2023,0.001842178
Greece,Elec_Demand,m12_d4_t7,2023,0.00197846
Greece,Elec_Demand,m12_d4_t8,2023,0.002077112
Greece,Elec_Demand,m12_d4_t9,2023,0.002103216
Greece,Elec_Demand,m12_d4_t10,2023,0.002123217
Greece,Elec_Demand,m12_d4_t11,2023,0.002119149
Greece,Elec_Demand,m12_d4_t12,2023,0.002097791
Greece,Elec_Demand,m12_d4_t13,2023,0.002059483
Greece,Elec_Demand,m12_d4_t14,2023,0.002069993
Greece,Elec_Demand,m12_d4_t15,2023,0.002082197
Greece,Elec_Demand,m12_d4_t16,2023,0.002165932
Greece,Elec_Demand,m12_d4_t17,2023,0.002228988
Greece,Elec_Demand,m12_d4_t18,2023,0.002220513
Greece,Elec_Demand,m12_d4_t19,2023,0.002185256
Greece,Elec_Demand,m12_d4_t20,2023,0.002051008
Greece,Elec_Demand,m12_d4_t21,2023,0.001925575
Greece,Elec_Demand,m12_d4_t22,2023,0.001802175
Greece,Elec_Demand,m12_d4_t23,2023,0.001655723
Greece,Elec_Demand,m12_d4_t24,2023,0.001546901
Greece,Elec_Demand,m12_d5_t1,2023,0.001023385
Greece,Elec_Demand,m12_d5_t2,2023,0.000989569
Greece,Elec_Demand,m12_d5_t3,2023,0.000978127
Greece,Elec_Demand,m12_d5_t4,2023,0.00100991
Greece,Elec_Demand,m12_d5_t5,2023,0.001100171
Greece,Elec_Demand,m12_d5_t6,2023,0.001224503
Greece,Elec_Demand,m12_d5_t7,2023,0.001355191
Greece,Elec_Demand,m12_d5_t8,2023,0.001464522
Greece,Elec_Demand,m12_d5_t9,2023,0.001483845
Greece,Elec_Demand,m12_d5_t10,2023,0.001474438
Greece,Elec_Demand,m12_d5_t11,2023,0.001463759
Greece,Elec_Demand,m12_d5_t12,2023,0.001451554
Greece,Elec_Demand,m12_d5_t13,2023,0.001407568
Greece,Elec_Demand,m12_d5_t14,2023,0.00139816
Greece,Elec_Demand,m12_d5_t15,2023,0.001395109
Greece,Elec_Demand,m12_d5_t16,2023,0.001502914
Greece,Elec_Demand,m12_d5_t17,2023,0.001608177
Greece,Elec_Demand,m12_d5_t18,2023,0.001624195
Greece,Elec_Demand,m12_d5_t19,2023,0.001608177
Greece,Elec_Demand,m12_d5_t20,2023,0.001518678
Greece,Elec_Demand,m12_d5_t21,2023,0.001404008
Greece,Elec_Demand,m12_d5_t22,2023,0.001296712
Greece,Elec_Demand,m12_d5_t23,2023,0.001171109
Greece,Elec_Demand,m12_d5_t24,2023,0.001070677
Greece,Elec_Demand,m1_d1_t1,2025,9.70E-05
Greece,Elec_Demand,m1_d1_t2,2025,9.47E-05
Greece,Elec_Demand,m1_d1_t3,2025,9.31E-05
Greece,Elec_Demand,m1_d1_t4,2025,9.81E-05
Greece,Elec_Demand,m1_d1_t5,2025,0.000108424
Greece,Elec_Demand,m1_d1_t6,2025,0.000123971
Greece,Elec_Demand,m1_d1_t7,2025,0.000136688
Greece,Elec_Demand,m1_d1_t8,2025,0.000149855
Greece,Elec_Demand,m1_d1_t9,2025,0.000154165
Greece,Elec_Demand,m1_d1_t10,2025,0.000159204
Greece,Elec_Demand,m1_d1_t11,2025,0.000162164
Greece,Elec_Demand,m1_d1_t12,2025,0.00015869
Greece,Elec_Demand,m1_d1_t13,2025,0.000153286
Greece,Elec_Demand,m1_d1_t14,2025,0.000148761
Greece,Elec_Demand,m1_d1_t15,2025,0.000147646
Greece,Elec_Demand,m1_d1_t16,2025,0.000146852
Greece,Elec_Demand,m1_d1_t17,2025,0.000155366
Greece,Elec_Demand,m1_d1_t18,2025,0.000156502
Greece,Elec_Demand,m1_d1_t19,2025,0.000152792
Greece,Elec_Demand,m1_d1_t20,2025,0.00014207
Greece,Elec_Demand,m1_d1_t21,2025,0.000131884
Greece,Elec_Demand,m1_d1_t22,2025,0.000120258
Greece,Elec_Demand,m1_d1_t23,2025,0.00010881
Greece,Elec_Demand,m1_d1_t24,2025,1.00E-04
Greece,Elec_Demand,m1_d2_t1,2025,9.34E-05
Greece,Elec_Demand,m1_d2_t2,2025,9.02E-05
Greece,Elec_Demand,m1_d2_t3,2025,8.86E-05
Greece,Elec_Demand,m1_d2_t4,2025,9.21E-05
Greece,Elec_Demand,m1_d2_t5,2025,0.000101712
Greece,Elec_Demand,m1_d2_t6,2025,0.000119768
Greece,Elec_Demand,m1_d2_t7,2025,0.000129782
Greece,Elec_Demand,m1_d2_t8,2025,0.000137803
Greece,Elec_Demand,m1_d2_t9,2025,0.000139432
Greece,Elec_Demand,m1_d2_t10,2025,0.000138875
Greece,Elec_Demand,m1_d2_t11,2025,0.000140162
Greece,Elec_Demand,m1_d2_t12,2025,0.000140097
Greece,Elec_Demand,m1_d2_t13,2025,0.000137138
Greece,Elec_Demand,m1_d2_t14,2025,0.000138596
Greece,Elec_Demand,m1_d2_t15,2025,0.000136923
Greece,Elec_Demand,m1_d2_t16,2025,0.000140741
Greece,Elec_Demand,m1_d2_t17,2025,0.000149469
Greece,Elec_Demand,m1_d2_t18,2025,0.000150991
Greece,Elec_Demand,m1_d2_t19,2025,0.000148268
Greece,Elec_Demand,m1_d2_t20,2025,0.000138575
Greece,Elec_Demand,m1_d2_t21,2025,0.000125965
Greece,Elec_Demand,m1_d2_t22,2025,0.00011357
Greece,Elec_Demand,m1_d2_t23,2025,9.93E-05
Greece,Elec_Demand,m1_d2_t24,2025,9.08E-05
Greece,Elec_Demand,m1_d3_t1,2025,8.78E-05
Greece,Elec_Demand,m1_d3_t2,2025,8.28E-05
Greece,Elec_Demand,m1_d3_t3,2025,8.12E-05
Greece,Elec_Demand,m1_d3_t4,2025,8.27E-05
Greece,Elec_Demand,m1_d3_t5,2025,8.83E-05
Greece,Elec_Demand,m1_d3_t6,2025,9.59E-05
Greece,Elec_Demand,m1_d3_t7,2025,0.000104306
Greece,Elec_Demand,m1_d3_t8,2025,0.000112455
Greece,Elec_Demand,m1_d3_t9,2025,0.000119103
Greece,Elec_Demand,m1_d3_t10,2025,0.000120797
Greece,Elec_Demand,m1_d3_t11,2025,0.000120754
Greece,Elec_Demand,m1_d3_t12,2025,0.000121333
Greece,Elec_Demand,m1_d3_t13,2025,0.000116358
Greece,Elec_Demand,m1_d3_t14,2025,0.000118631
Greece,Elec_Demand,m1_d3_t15,2025,0.000117666
Greece,Elec_Demand,m1_d3_t16,2025,0.000120454
Greece,Elec_Demand,m1_d3_t17,2025,0.000131584
Greece,Elec_Demand,m1_d3_t18,2025,0.000131284
Greece,Elec_Demand,m1_d3_t19,2025,0.000127852
Greece,Elec_Demand,m1_d3_t20,2025,0.000119553
Greece,Elec_Demand,m1_d3_t21,2025,0.00011074
Greece,Elec_Demand,m1_d3_t22,2025,0.000104842
Greece,Elec_Demand,m1_d3_t23,2025,9.54E-05
Greece,Elec_Demand,m1_d3_t24,2025,9.01E-05
Greece,Elec_Demand,m1_d4_t1,2025,0.001294393
Greece,Elec_Demand,m1_d4_t2,2025,0.00127638
Greece,Elec_Demand,m1_d4_t3,2025,0.001225235
Greece,Elec_Demand,m1_d4_t4,2025,0.001271233
Greece,Elec_Demand,m1_d4_t5,2025,0.001431102
Greece,Elec_Demand,m1_d4_t6,2025,0.001642438
Greece,Elec_Demand,m1_d4_t7,2025,0.001784937
Greece,Elec_Demand,m1_d4_t8,2025,0.001918108
Greece,Elec_Demand,m1_d4_t9,2025,0.001896556
Greece,Elec_Demand,m1_d4_t10,2025,0.001894305
Greece,Elec_Demand,m1_d4_t11,2025,0.001836083
Greece,Elec_Demand,m1_d4_t12,2025,0.001785259
Greece,Elec_Demand,m1_d4_t13,2025,0.0017161
Greece,Elec_Demand,m1_d4_t14,2025,0.001741512
Greece,Elec_Demand,m1_d4_t15,2025,0.001759204
Greece,Elec_Demand,m1_d4_t16,2025,0.001856669
Greece,Elec_Demand,m1_d4_t17,2025,0.002026189
Greece,Elec_Demand,m1_d4_t18,2025,0.002045167
Greece,Elec_Demand,m1_d4_t19,2025,0.002017504
Greece,Elec_Demand,m1_d4_t20,2025,0.001868571
Greece,Elec_Demand,m1_d4_t21,2025,0.001721569
Greece,Elec_Demand,m1_d4_t22,2025,0.001628928
Greece,Elec_Demand,m1_d4_t23,2025,0.001482569
Greece,Elec_Demand,m1_d4_t24,2025,0.00135744
Greece,Elec_Demand,m1_d5_t1,2025,0.001226071
Greece,Elec_Demand,m1_d5_t2,2025,0.001192339
Greece,Elec_Demand,m1_d5_t3,2025,0.001144389
Greece,Elec_Demand,m1_d5_t4,2025,0.001151637
Greece,Elec_Demand,m1_d5_t5,2025,0.001186763
Greece,Elec_Demand,m1_d5_t6,2025,0.001221053
Greece,Elec_Demand,m1_d5_t7,2025,0.001310541
Greece,Elec_Demand,m1_d5_t8,2025,0.001446028
Greece,Elec_Demand,m1_d5_t9,2025,0.001575939
Greece,Elec_Demand,m1_d5_t10,2025,0.001641731
Greece,Elec_Demand,m1_d5_t11,2025,0.001692747
Greece,Elec_Demand,m1_d5_t12,2025,0.001679366
Greece,Elec_Demand,m1_d5_t13,2025,0.001568412
Greece,Elec_Demand,m1_d5_t14,2025,0.001569527
Greece,Elec_Demand,m1_d5_t15,2025,0.001569806
Greece,Elec_Demand,m1_d5_t16,2025,0.001601308
Greece,Elec_Demand,m1_d5_t17,2025,0.001756588
Greece,Elec_Demand,m1_d5_t18,2025,0.00179478
Greece,Elec_Demand,m1_d5_t19,2025,0.001774151
Greece,Elec_Demand,m1_d5_t20,2025,0.001692468
Greece,Elec_Demand,m1_d5_t21,2025,0.001579842
Greece,Elec_Demand,m1_d5_t22,2025,0.001460245
Greece,Elec_Demand,m1_d5_t23,2025,0.00132448
Greece,Elec_Demand,m1_d5_t24,2025,0.001204326
Greece,Elec_Demand,m2_d1_t1,2025,0.000113263
Greece,Elec_Demand,m2_d1_t2,2025,0.00011067
Greece,Elec_Demand,m2_d1_t3,2025,0.000108293
Greece,Elec_Demand,m2_d1_t4,2025,0.00011147
Greece,Elec_Demand,m2_d1_t5,2025,0.00012452
Greece,Elec_Demand,m2_d1_t6,2025,0.000142216
Greece,Elec_Demand,m2_d1_t7,2025,0.000159437
Greece,Elec_Demand,m2_d1_t8,2025,0.000172077
Greece,Elec_Demand,m2_d1_t9,2025,0.000177565
Greece,Elec_Demand,m2_d1_t10,2025,0.00017804
Greece,Elec_Demand,m2_d1_t11,2025,0.000174886
Greece,Elec_Demand,m2_d1_t12,2025,0.00017024
Greece,Elec_Demand,m2_d1_t13,2025,0.000163412
Greece,Elec_Demand,m2_d1_t14,2025,0.00016419
Greece,Elec_Demand,m2_d1_t15,2025,0.000163131
Greece,Elec_Demand,m2_d1_t16,2025,0.000165551
Greece,Elec_Demand,m2_d1_t17,2025,0.000178451
Greece,Elec_Demand,m2_d1_t18,2025,0.000181929
Greece,Elec_Demand,m2_d1_t19,2025,0.000176571
Greece,Elec_Demand,m2_d1_t20,2025,0.000165767
