REGION,FUEL,YEAR,VALUE
Greece,Elec_Demand,2023,0.52
Greece,Elec_Demand,2025,0.52
Greece,Elec_Demand,2030,0.52
Greece,Elec_Demand,2035,0.52
Greece,Elec_Demand,2040,0.52
Greece,Elec_Demand,2045,0.52
Greece,Elec_Demand,2050,0.52
