REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
EL63,CoalExtraction,1,2040,1.173756979
EL63,CoalExtraction,1,2045,1.119163631
EL63,CoalExtraction,1,2050,1.064570283
EL64,CoalExtraction,1,2023,2.77
EL64,CoalExtraction,1,2025,2.959739358
EL64,CoalExtraction,1,2030,1.555910414
EL64,CoalExtraction,1,2035,1.364833696
EL64,CoalExtraction,1,2040,1.173756979
EL64,CoalExtraction,1,2045,1.119163631
EL64,CoalExtraction,1,2050,1.064570283
EL30,CoalExtraction,1,2023,2.77
EL30,CoalExtraction,1,2025,2.959739358
EL30,CoalExtraction,1,2030,1.555910414
EL30,CoalExtraction,1,2035,1.364833696
EL30,CoalExtraction,1,2040,1.173756979
EL30,CoalExtraction,1,2045,1.119163631
EL30,CoalExtraction,1,2050,1.064570283
EL65,CoalExtraction,1,2023,2.77
EL65,CoalExtraction,1,2025,2.959739358
EL65,CoalExtraction,1,2030,1.555910414
EL65,CoalExtraction,1,2035,1.364833696
EL65,CoalExtraction,1,2040,1.173756979
EL65,CoalExtraction,1,2045,1.119163631
EL65,CoalExtraction,1,2050,1.064570283
EL52,Edeseou,1,2023,0.09
EL52,Edeseou,1,2025,0.09
EL52,Edeseou,1,2030,0.09
EL52,Edeseou,1,2035,0.09
EL52,Edeseou,1,2040,0.09
EL52,Edeseou,1,2045,0.09
EL52,Edeseou,1,2050,0.09
EL51,Elec_Network,1,2023,2.83
EL51,Elec_Network,1,2025,2.83
EL51,Elec_Network,1,2030,2.83
EL51,Elec_Network,1,2035,2.83
EL51,Elec_Network,1,2040,2.83
EL51,Elec_Network,1,2045,2.83
EL51,Elec_Network,1,2050,2.83
EL52,Elec_Network,1,2023,2.83
EL52,Elec_Network,1,2025,2.83
EL52,Elec_Network,1,2030,2.83
EL52,Elec_Network,1,2035,2.83
EL52,Elec_Network,1,2040,2.83
EL52,Elec_Network,1,2045,2.83
EL52,Elec_Network,1,2050,2.83
EL53,Elec_Network,1,2023,2.83
EL53,Elec_Network,1,2025,2.83
EL53,Elec_Network,1,2030,2.83
EL53,Elec_Network,1,2035,2.83
EL53,Elec_Network,1,2040,2.83
EL53,Elec_Network,1,2045,2.83
EL53,Elec_Network,1,2050,2.83
EL54,Elec_Network,1,2023,2.83
EL54,Elec_Network,1,2025,2.83
EL54,Elec_Network,1,2030,2.83
EL54,Elec_Network,1,2035,2.83
EL54,Elec_Network,1,2040,2.83
EL54,Elec_Network,1,2045,2.83
EL54,Elec_Network,1,2050,2.83
EL61,Elec_Network,1,2023,2.83
EL61,Elec_Network,1,2025,2.83
EL61,Elec_Network,1,2030,2.83
EL61,Elec_Network,1,2035,2.83
EL61,Elec_Network,1,2040,2.83
EL61,Elec_Network,1,2045,2.83
EL61,Elec_Network,1,2050,2.83
EL62,Elec_Network,1,2023,2.83
EL62,Elec_Network,1,2025,2.83
EL62,Elec_Network,1,2030,2.83
EL62,Elec_Network,1,2035,2.83
EL62,Elec_Network,1,2040,2.83
EL62,Elec_Network,1,2045,2.83
EL62,Elec_Network,1,2050,2.83
EL63,Elec_Network,1,2023,2.83
EL63,Elec_Network,1,2025,2.83
EL63,Elec_Network,1,2030,2.83
EL63,Elec_Network,1,2035,2.83
EL63,Elec_Network,1,2040,2.83
EL63,Elec_Network,1,2045,2.83
EL63,Elec_Network,1,2050,2.83
EL64,Elec_Network,1,2023,2.83
EL64,Elec_Network,1,2025,2.83
EL64,Elec_Network,1,2030,2.83
EL64,Elec_Network,1,2035,2.83
EL64,Elec_Network,1,2040,2.83
EL64,Elec_Network,1,2045,2.83
EL64,Elec_Network,1,2050,2.83
EL30,Elec_Network,1,2023,2.83
EL30,Elec_Network,1,2025,2.83
EL30,Elec_Network,1,2030,2.83
EL30,Elec_Network,1,2035,2.83
EL30,Elec_Network,1,2040,2.83
EL30,Elec_Network,1,2045,2.83
EL30,Elec_Network,1,2050,2.83
EL65,Elec_Network,1,2023,2.83
EL65,Elec_Network,1,2025,2.83
EL65,Elec_Network,1,2030,2.83
EL65,Elec_Network,1,2035,2.83
EL65,Elec_Network,1,2040,2.83
EL65,Elec_Network,1,2045,2.83
EL65,Elec_Network,1,2050,2.83
Crete,Elec_Network,1,2023,2.83
Crete,Elec_Network,1,2025,2.83
Crete,Elec_Network,1,2030,2.83
Crete,Elec_Network,1,2035,2.83
Crete,Elec_Network,1,2040,2.83
Crete,Elec_Network,1,2045,2.83
Crete,Elec_Network,1,2050,2.83
THIRA,Elec_Network,1,2023,2.83
THIRA,Elec_Network,1,2025,2.83
THIRA,Elec_Network,1,2030,2.83
THIRA,Elec_Network,1,2035,2.83
THIRA,Elec_Network,1,2040,2.83
THIRA,Elec_Network,1,2045,2.83
THIRA,Elec_Network,1,2050,2.83
SAMOS,Elec_Network,1,2023,2.83
SAMOS,Elec_Network,1,2025,2.83
SAMOS,Elec_Network,1,2030,2.83
SAMOS,Elec_Network,1,2035,2.83
SAMOS,Elec_Network,1,2040,2.83
SAMOS,Elec_Network,1,2045,2.83
SAMOS,Elec_Network,1,2050,2.83
CHIOS,Elec_Network,1,2023,2.83
CHIOS,Elec_Network,1,2025,2.83
CHIOS,Elec_Network,1,2030,2.83
CHIOS,Elec_Network,1,2035,2.83
CHIOS,Elec_Network,1,2040,2.83
CHIOS,Elec_Network,1,2045,2.83
CHIOS,Elec_Network,1,2050,2.83
LESVOS,Elec_Network,1,2023,2.83
LESVOS,Elec_Network,1,2025,2.83
LESVOS,Elec_Network,1,2030,2.83
LESVOS,Elec_Network,1,2035,2.83
LESVOS,Elec_Network,1,2040,2.83
LESVOS,Elec_Network,1,2045,2.83
LESVOS,Elec_Network,1,2050,2.83
LEMNOS,Elec_Network,1,2023,2.83
LEMNOS,Elec_Network,1,2025,2.83
LEMNOS,Elec_Network,1,2030,2.83
LEMNOS,Elec_Network,1,2035,2.83
LEMNOS,Elec_Network,1,2040,2.83
LEMNOS,Elec_Network,1,2045,2.83
LEMNOS,Elec_Network,1,2050,2.83
KOS,Elec_Network,1,2023,2.83
KOS,Elec_Network,1,2025,2.83
KOS,Elec_Network,1,2030,2.83
KOS,Elec_Network,1,2035,2.83
KOS,Elec_Network,1,2040,2.83
KOS,Elec_Network,1,2045,2.83
KOS,Elec_Network,1,2050,2.83
KARPATHOS,Elec_Network,1,2023,2.83
KARPATHOS,Elec_Network,1,2025,2.83
KARPATHOS,Elec_Network,1,2030,2.83
KARPATHOS,Elec_Network,1,2035,2.83
KARPATHOS,Elec_Network,1,2040,2.83
KARPATHOS,Elec_Network,1,2045,2.83
KARPATHOS,Elec_Network,1,2050,2.83
RODOS,Elec_Network,1,2023,2.83
RODOS,Elec_Network,1,2025,2.83
RODOS,Elec_Network,1,2030,2.83
RODOS,Elec_Network,1,2035,2.83
RODOS,Elec_Network,1,2040,2.83
RODOS,Elec_Network,1,2045,2.83
RODOS,Elec_Network,1,2050,2.83
SKYROS,Elec_Network,1,2023,2.83
SKYROS,Elec_Network,1,2025,2.83
SKYROS,Elec_Network,1,2030,2.83
SKYROS,Elec_Network,1,2035,2.83
SKYROS,Elec_Network,1,2040,2.83
SKYROS,Elec_Network,1,2045,2.83
SKYROS,Elec_Network,1,2050,2.83
SERIFOS,Elec_Network,1,2023,2.83
SERIFOS,Elec_Network,1,2025,2.83
SERIFOS,Elec_Network,1,2030,2.83
SERIFOS,Elec_Network,1,2035,2.83
SERIFOS,Elec_Network,1,2040,2.83
SERIFOS,Elec_Network,1,2045,2.83
SERIFOS,Elec_Network,1,2050,2.83
EL64,ELPEDISON,1,2023,0.69
EL64,ELPEDISON,1,2025,0.69
EL64,ELPEDISON,1,2030,0.69
EL64,ELPEDISON,1,2035,0.69
EL64,ELPEDISON,1,2040,0.69
EL64,ELPEDISON,1,2045,0.69
EL64,ELPEDISON,1,2050,0.69
EL52,Energ_Thesalonikis,1,2023,0.69
EL52,Energ_Thesalonikis,1,2025,0.69
EL52,Energ_Thesalonikis,1,2030,0.69
EL52,Energ_Thesalonikis,1,2035,0.69
EL52,Energ_Thesalonikis,1,2040,0.69
EL52,Energ_Thesalonikis,1,2045,0.69
EL52,Energ_Thesalonikis,1,2050,0.69
EL51,Gas_CCS,1,2023,5.000004
EL51,Gas_CCS,1,2025,5.000004
EL51,Gas_CCS,1,2030,5.000004
EL51,Gas_CCS,1,2035,5.000004
EL51,Gas_CCS,1,2040,5.000004
EL51,Gas_CCS,1,2045,5.000004
EL51,Gas_CCS,1,2050,5.000004
EL52,Gas_CCS,1,2023,5.000004
EL52,Gas_CCS,1,2025,5.000004
EL52,Gas_CCS,1,2030,5.000004
EL52,Gas_CCS,1,2035,5.000004
EL52,Gas_CCS,1,2040,5.000004
EL52,Gas_CCS,1,2045,5.000004
EL52,Gas_CCS,1,2050,5.000004
EL53,Gas_CCS,1,2023,5.000004
EL53,Gas_CCS,1,2025,5.000004
EL53,Gas_CCS,1,2030,5.000004
EL53,Gas_CCS,1,2035,5.000004
EL53,Gas_CCS,1,2040,5.000004
EL53,Gas_CCS,1,2045,5.000004
EL53,Gas_CCS,1,2050,5.000004
EL54,Gas_CCS,1,2023,5.000004
EL54,Gas_CCS,1,2025,5.000004
EL54,Gas_CCS,1,2030,5.000004
EL54,Gas_CCS,1,2035,5.000004
EL54,Gas_CCS,1,2040,5.000004
EL54,Gas_CCS,1,2045,5.000004
EL54,Gas_CCS,1,2050,5.000004
EL61,Gas_CCS,1,2023,5.000004
EL61,Gas_CCS,1,2025,5.000004
EL61,Gas_CCS,1,2030,5.000004
EL61,Gas_CCS,1,2035,5.000004
EL61,Gas_CCS,1,2040,5.000004
EL61,Gas_CCS,1,2045,5.000004
EL61,Gas_CCS,1,2050,5.000004
EL62,Gas_CCS,1,2023,5.000004
EL62,Gas_CCS,1,2025,5.000004
EL62,Gas_CCS,1,2030,5.000004
EL62,Gas_CCS,1,2035,5.000004
EL62,Gas_CCS,1,2040,5.000004
EL62,Gas_CCS,1,2045,5.000004
EL62,Gas_CCS,1,2050,5.000004
EL63,Gas_CCS,1,2023,5.000004
EL63,Gas_CCS,1,2025,5.000004
EL63,Gas_CCS,1,2030,5.000004
EL63,Gas_CCS,1,2035,5.000004
EL63,Gas_CCS,1,2040,5.000004
EL63,Gas_CCS,1,2045,5.000004
EL63,Gas_CCS,1,2050,5.000004
EL64,Gas_CCS,1,2023,5.000004
EL64,Gas_CCS,1,2025,5.000004
EL64,Gas_CCS,1,2030,5.000004
EL64,Gas_CCS,1,2035,5.000004
EL64,Gas_CCS,1,2040,5.000004
EL64,Gas_CCS,1,2045,5.000004
EL64,Gas_CCS,1,2050,5.000004
EL30,Gas_CCS,1,2023,5.000004
EL30,Gas_CCS,1,2025,5.000004
EL30,Gas_CCS,1,2030,5.000004
EL30,Gas_CCS,1,2035,5.000004
EL30,Gas_CCS,1,2040,5.000004
EL30,Gas_CCS,1,2045,5.000004
EL30,Gas_CCS,1,2050,5.000004
EL65,Gas_CCS,1,2023,5.000004
EL65,Gas_CCS,1,2025,5.000004
EL65,Gas_CCS,1,2030,5.000004
EL65,Gas_CCS,1,2035,5.000004
EL65,Gas_CCS,1,2040,5.000004
EL65,Gas_CCS,1,2045,5.000004
EL65,Gas_CCS,1,2050,5.000004
EL51,Geothermal_HI,1,2023,0.04
EL51,Geothermal_HI,1,2025,0.04
EL51,Geothermal_HI,1,2030,0.04
EL51,Geothermal_HI,1,2035,0.04
EL51,Geothermal_HI,1,2040,0.04
EL51,Geothermal_HI,1,2045,0.04
EL51,Geothermal_HI,1,2050,0.04
EL52,Geothermal_HI,1,2023,0.04
EL52,Geothermal_HI,1,2025,0.04
EL52,Geothermal_HI,1,2030,0.04
EL52,Geothermal_HI,1,2035,0.04
EL52,Geothermal_HI,1,2040,0.04
EL52,Geothermal_HI,1,2045,0.04
EL52,Geothermal_HI,1,2050,0.04
EL53,Geothermal_HI,1,2023,0.04
EL53,Geothermal_HI,1,2025,0.04
EL53,Geothermal_HI,1,2030,0.04
EL53,Geothermal_HI,1,2035,0.04
EL53,Geothermal_HI,1,2040,0.04
EL53,Geothermal_HI,1,2045,0.04
EL53,Geothermal_HI,1,2050,0.04
EL54,Geothermal_HI,1,2023,0.04
EL54,Geothermal_HI,1,2025,0.04
EL54,Geothermal_HI,1,2030,0.04
EL54,Geothermal_HI,1,2035,0.04
EL54,Geothermal_HI,1,2040,0.04
EL54,Geothermal_HI,1,2045,0.04
EL54,Geothermal_HI,1,2050,0.04
EL61,Geothermal_HI,1,2023,0.04
EL61,Geothermal_HI,1,2025,0.04
EL61,Geothermal_HI,1,2030,0.04
EL61,Geothermal_HI,1,2035,0.04
EL61,Geothermal_HI,1,2040,0.04
EL61,Geothermal_HI,1,2045,0.04
EL61,Geothermal_HI,1,2050,0.04
EL62,Geothermal_HI,1,2023,0.04
EL62,Geothermal_HI,1,2025,0.04
EL62,Geothermal_HI,1,2030,0.04
EL62,Geothermal_HI,1,2035,0.04
EL62,Geothermal_HI,1,2040,0.04
EL62,Geothermal_HI,1,2045,0.04
EL62,Geothermal_HI,1,2050,0.04
EL63,Geothermal_HI,1,2023,0.04
EL63,Geothermal_HI,1,2025,0.04
EL63,Geothermal_HI,1,2030,0.04
EL63,Geothermal_HI,1,2035,0.04
EL63,Geothermal_HI,1,2040,0.04
EL63,Geothermal_HI,1,2045,0.04
EL63,Geothermal_HI,1,2050,0.04
EL64,Geothermal_HI,1,2023,0.04
EL64,Geothermal_HI,1,2025,0.04
EL64,Geothermal_HI,1,2030,0.04
EL64,Geothermal_HI,1,2035,0.04
EL64,Geothermal_HI,1,2040,0.04
EL64,Geothermal_HI,1,2045,0.04
EL64,Geothermal_HI,1,2050,0.04
EL30,Geothermal_HI,1,2023,0.04
EL30,Geothermal_HI,1,2025,0.04
EL30,Geothermal_HI,1,2030,0.04
EL30,Geothermal_HI,1,2035,0.04
EL30,Geothermal_HI,1,2040,0.04
EL30,Geothermal_HI,1,2045,0.04
EL30,Geothermal_HI,1,2050,0.04
EL65,Geothermal_HI,1,2023,0.04
EL65,Geothermal_HI,1,2025,0.04
EL65,Geothermal_HI,1,2030,0.04
EL65,Geothermal_HI,1,2035,0.04
EL65,Geothermal_HI,1,2040,0.04
EL65,Geothermal_HI,1,2045,0.04
EL65,Geothermal_HI,1,2050,0.04
EL51,Geothermal_ME,1,2023,0.03
EL51,Geothermal_ME,1,2025,0.03
EL51,Geothermal_ME,1,2030,0.03
EL51,Geothermal_ME,1,2035,0.03
EL51,Geothermal_ME,1,2040,0.03
EL51,Geothermal_ME,1,2045,0.03
EL51,Geothermal_ME,1,2050,0.03
EL52,Geothermal_ME,1,2023,0.03
EL52,Geothermal_ME,1,2025,0.03
EL52,Geothermal_ME,1,2030,0.03
EL52,Geothermal_ME,1,2035,0.03
EL52,Geothermal_ME,1,2040,0.03
EL52,Geothermal_ME,1,2045,0.03
EL52,Geothermal_ME,1,2050,0.03
EL53,Geothermal_ME,1,2023,0.03
EL53,Geothermal_ME,1,2025,0.03
EL53,Geothermal_ME,1,2030,0.03
EL53,Geothermal_ME,1,2035,0.03
EL53,Geothermal_ME,1,2040,0.03
EL53,Geothermal_ME,1,2045,0.03
EL53,Geothermal_ME,1,2050,0.03
EL54,Geothermal_ME,1,2023,0.03
EL54,Geothermal_ME,1,2025,0.03
EL54,Geothermal_ME,1,2030,0.03
EL54,Geothermal_ME,1,2035,0.03
EL54,Geothermal_ME,1,2040,0.03
EL54,Geothermal_ME,1,2045,0.03
EL54,Geothermal_ME,1,2050,0.03
EL61,Geothermal_ME,1,2023,0.03
EL61,Geothermal_ME,1,2025,0.03
EL61,Geothermal_ME,1,2030,0.03
EL61,Geothermal_ME,1,2035,0.03
EL61,Geothermal_ME,1,2040,0.03
EL61,Geothermal_ME,1,2045,0.03
EL61,Geothermal_ME,1,2050,0.03
EL62,Geothermal_ME,1,2023,0.03
EL62,Geothermal_ME,1,2025,0.03
EL62,Geothermal_ME,1,2030,0.03
EL62,Geothermal_ME,1,2035,0.03
EL62,Geothermal_ME,1,2040,0.03
EL62,Geothermal_ME,1,2045,0.03
EL62,Geothermal_ME,1,2050,0.03
EL63,Geothermal_ME,1,2023,0.03
EL63,Geothermal_ME,1,2025,0.03
EL63,Geothermal_ME,1,2030,0.03
EL63,Geothermal_ME,1,2035,0.03
EL63,Geothermal_ME,1,2040,0.03
EL63,Geothermal_ME,1,2045,0.03
EL63,Geothermal_ME,1,2050,0.03
EL64,Geothermal_ME,1,2023,0.03
EL64,Geothermal_ME,1,2025,0.03
EL64,Geothermal_ME,1,2030,0.03
EL64,Geothermal_ME,1,2035,0.03
EL64,Geothermal_ME,1,2040,0.03
EL64,Geothermal_ME,1,2045,0.03
EL64,Geothermal_ME,1,2050,0.03
EL30,Geothermal_ME,1,2023,0.03
EL30,Geothermal_ME,1,2025,0.03
EL30,Geothermal_ME,1,2030,0.03
EL30,Geothermal_ME,1,2035,0.03
EL30,Geothermal_ME,1,2040,0.03
EL30,Geothermal_ME,1,2045,0.03
EL30,Geothermal_ME,1,2050,0.03
EL65,Geothermal_ME,1,2023,0.03
EL65,Geothermal_ME,1,2025,0.03
EL65,Geothermal_ME,1,2030,0.03
EL65,Geothermal_ME,1,2035,0.03
EL65,Geothermal_ME,1,2040,0.03
EL65,Geothermal_ME,1,2045,0.03
EL65,Geothermal_ME,1,2050,0.03
EL51,HydroStor,1,2023,0.09
EL51,HydroStor,1,2025,0.09
EL51,HydroStor,1,2030,0.09
EL51,HydroStor,1,2035,0.09
EL51,HydroStor,1,2040,0.09
EL51,HydroStor,1,2045,0.09
EL51,HydroStor,1,2050,0.09
EL52,HydroStor,1,2023,0.09
EL52,HydroStor,1,2025,0.09
EL52,HydroStor,1,2030,0.09
EL52,HydroStor,1,2035,0.09
EL52,HydroStor,1,2040,0.09
EL52,HydroStor,1,2045,0.09
EL52,HydroStor,1,2050,0.09
EL53,HydroStor,1,2023,0.09
EL53,HydroStor,1,2025,0.09
EL53,HydroStor,1,2030,0.09
EL53,HydroStor,1,2035,0.09
EL53,HydroStor,1,2040,0.09
EL53,HydroStor,1,2045,0.09
EL53,HydroStor,1,2050,0.09
EL54,HydroStor,1,2023,0.09
EL54,HydroStor,1,2025,0.09
EL54,HydroStor,1,2030,0.09
EL54,HydroStor,1,2035,0.09
EL54,HydroStor,1,2040,0.09
EL54,HydroStor,1,2045,0.09
EL54,HydroStor,1,2050,0.09
EL61,HydroStor,1,2023,0.09
EL61,HydroStor,1,2025,0.09
EL61,HydroStor,1,2030,0.09
EL61,HydroStor,1,2035,0.09
EL61,HydroStor,1,2040,0.09
EL61,HydroStor,1,2045,0.09
EL61,HydroStor,1,2050,0.09
EL62,HydroStor,1,2023,0.09
EL62,HydroStor,1,2025,0.09
EL62,HydroStor,1,2030,0.09
EL62,HydroStor,1,2035,0.09
EL62,HydroStor,1,2040,0.09
EL62,HydroStor,1,2045,0.09
EL62,HydroStor,1,2050,0.09
EL63,HydroStor,1,2023,0.09
EL63,HydroStor,1,2025,0.09
EL63,HydroStor,1,2030,0.09
EL63,HydroStor,1,2035,0.09
EL63,HydroStor,1,2040,0.09
EL63,HydroStor,1,2045,0.09
EL63,HydroStor,1,2050,0.09
EL64,HydroStor,1,2023,0.09
EL64,HydroStor,1,2025,0.09
EL64,HydroStor,1,2030,0.09
EL64,HydroStor,1,2035,0.09
EL64,HydroStor,1,2040,0.09
EL64,HydroStor,1,2045,0.09
EL64,HydroStor,1,2050,0.09
EL30,HydroStor,1,2023,0.09
EL30,HydroStor,1,2025,0.09
EL30,HydroStor,1,2030,0.09
EL30,HydroStor,1,2035,0.09
EL30,HydroStor,1,2040,0.09
EL30,HydroStor,1,2045,0.09
EL30,HydroStor,1,2050,0.09
EL65,HydroStor,1,2023,0.09
EL65,HydroStor,1,2025,0.09
EL65,HydroStor,1,2030,0.09
EL65,HydroStor,1,2035,0.09
EL65,HydroStor,1,2040,0.09
EL65,HydroStor,1,2045,0.09
EL65,HydroStor,1,2050,0.09
EL53,Ilariona,1,2023,0.09
EL53,Ilariona,1,2025,0.09
EL53,Ilariona,1,2030,0.09
EL53,Ilariona,1,2035,0.09
EL53,Ilariona,1,2040,0.09
EL53,Ilariona,1,2045,0.09
EL53,Ilariona,1,2050,0.09
EL64,Iron_I,1,2023,0.69
EL64,Iron_I,1,2025,0.69
EL64,Iron_I,1,2030,0.69
EL64,Iron_I,1,2035,0.69
EL64,Iron_I,1,2040,0.69
EL64,Iron_I,1,2045,0.69
EL64,Iron_I,1,2050,0.69
EL64,Iron_II,1,2023,0.69
EL64,Iron_II,1,2025,0.69
EL64,Iron_II,1,2030,0.69
EL64,Iron_II,1,2035,0.69
EL64,Iron_II,1,2040,0.69
EL64,Iron_II,1,2045,0.69
EL64,Iron_II,1,2050,0.69
EL64,Iron_III,1,2023,0.69
EL64,Iron_III,1,2025,0.69
EL64,Iron_III,1,2030,0.69
EL64,Iron_III,1,2035,0.69
EL64,Iron_III,1,2040,0.69
EL64,Iron_III,1,2045,0.69
EL64,Iron_III,1,2050,0.69
EL64,IronII_CCGT,1,2023,0.69
EL64,IronII_CCGT,1,2025,0.69
EL64,IronII_CCGT,1,2030,0.69
EL64,IronII_CCGT,1,2035,0.69
EL64,IronII_CCGT,1,2040,0.69
EL64,IronII_CCGT,1,2045,0.69
EL64,IronII_CCGT,1,2050,0.69
KARPATHOS,Karpathos,1,2023,1.37
KARPATHOS,Karpathos,1,2025,1.37
KARPATHOS,Karpathos,1,2030,1.37
KARPATHOS,Karpathos,1,2035,1.37
KARPATHOS,Karpathos,1,2040,1.37
KARPATHOS,Karpathos,1,2045,1.37
KARPATHOS,Karpathos,1,2050,1.37
EL63,Kastrakiou,1,2023,0.09
EL63,Kastrakiou,1,2025,0.09
EL63,Kastrakiou,1,2030,0.09
EL63,Kastrakiou,1,2035,0.09
EL63,Kastrakiou,1,2040,0.09
EL63,Kastrakiou,1,2045,0.09
EL63,Kastrakiou,1,2050,0.09
EL65,KORINTHOS_POWER,1,2023,0.69
EL65,KORINTHOS_POWER,1,2025,0.69
EL65,KORINTHOS_POWER,1,2030,0.69
EL65,KORINTHOS_POWER,1,2035,0.69
EL65,KORINTHOS_POWER,1,2040,0.69
EL65,KORINTHOS_POWER,1,2045,0.69
EL65,KORINTHOS_POWER,1,2050,0.69
KOS,Kos_Kalymnos,1,2023,1.66
KOS,Kos_Kalymnos,1,2025,1.66
KOS,Kos_Kalymnos,1,2030,1.66
KOS,Kos_Kalymnos,1,2035,1.66
KOS,Kos_Kalymnos,1,2040,1.66
KOS,Kos_Kalymnos,1,2045,1.66
KOS,Kos_Kalymnos,1,2050,1.66
EL63,Kremaston,1,2023,0.09
EL63,Kremaston,1,2025,0.09
EL63,Kremaston,1,2030,0.09
EL63,Kremaston,1,2035,0.09
EL63,Kremaston,1,2040,0.09
EL63,Kremaston,1,2045,0.09
EL63,Kremaston,1,2050,0.09
EL65,Ladona,1,2023,0.09
EL65,Ladona,1,2025,0.09
EL65,Ladona,1,2030,0.09
EL65,Ladona,1,2035,0.09
EL65,Ladona,1,2040,0.09
EL65,Ladona,1,2045,0.09
EL65,Ladona,1,2050,0.09
LEMNOS,Lemnos,1,2023,1.37
LEMNOS,Lemnos,1,2025,1.37
LEMNOS,Lemnos,1,2030,1.37
LEMNOS,Lemnos,1,2035,1.37
LEMNOS,Lemnos,1,2040,1.37
LEMNOS,Lemnos,1,2045,1.37
LEMNOS,Lemnos,1,2050,1.37
LESVOS,Lesvos,1,2023,1.66
LESVOS,Lesvos,1,2025,1.66
LESVOS,Lesvos,1,2030,1.66
LESVOS,Lesvos,1,2035,1.66
LESVOS,Lesvos,1,2040,1.66
LESVOS,Lesvos,1,2045,1.66
LESVOS,Lesvos,1,2050,1.66
Crete,Linoperamata,1,2023,1.66
Crete,Linoperamata,1,2025,1.66
Crete,Linoperamata,1,2030,1.66
Crete,Linoperamata,1,2035,1.66
Crete,Linoperamata,1,2040,1.66
Crete,Linoperamata,1,2045,1.66
Crete,Linoperamata,1,2050,1.66
EL65,Megalopolis_III,1,2023,0.33
EL65,Megalopolis_III,1,2025,0.33
EL65,Megalopolis_III,1,2030,0.33
EL65,Megalopolis_III,1,2035,0.33
EL65,Megalopolis_III,1,2040,0.33
EL65,Megalopolis_III,1,2045,0.33
EL65,Megalopolis_III,1,2050,0.33
EL65,Megalopolis_IV,1,2023,0.33
EL65,Megalopolis_IV,1,2025,0.33
EL65,Megalopolis_IV,1,2030,0.33
EL65,Megalopolis_IV,1,2035,0.33
EL65,Megalopolis_IV,1,2040,0.33
EL65,Megalopolis_IV,1,2045,0.33
EL65,Megalopolis_IV,1,2050,0.33
EL53,Melitis_I,1,2023,0.33
EL53,Melitis_I,1,2025,0.33
EL53,Melitis_I,1,2030,0.33
EL53,Melitis_I,1,2035,0.33
EL53,Melitis_I,1,2040,0.33
EL53,Melitis_I,1,2045,0.33
EL53,Melitis_I,1,2050,0.33
EL61,NGImports,1,2023,13.45585693
EL61,NGImports,1,2025,11.4
EL61,NGImports,1,2030,11.4
EL61,NGImports,1,2035,11.4
EL61,NGImports,1,2040,11.4
EL61,NGImports,1,2045,11.4
EL61,NGImports,1,2050,11.4
EL62,NGImports,1,2023,13.45585693
EL62,NGImports,1,2025,11.4
EL62,NGImports,1,2030,11.4
EL62,NGImports,1,2035,11.4
EL62,NGImports,1,2040,11.4
EL62,NGImports,1,2045,11.4
EL62,NGImports,1,2050,11.4
EL63,NGImports,1,2023,13.45585693
EL63,NGImports,1,2025,11.4
EL63,NGImports,1,2030,11.4
EL63,NGImports,1,2035,11.4
EL63,NGImports,1,2040,11.4
EL63,NGImports,1,2045,11.4
EL63,NGImports,1,2050,11.4
EL64,NGImports,1,2023,13.45585693
EL64,NGImports,1,2025,11.4
EL64,NGImports,1,2030,11.4
EL64,NGImports,1,2035,11.4
EL64,NGImports,1,2040,11.4
EL64,NGImports,1,2045,11.4
EL64,NGImports,1,2050,11.4
EL51,NGImports,1,2023,13.45585693
EL51,NGImports,1,2025,11.4
EL51,NGImports,1,2030,11.4
EL51,NGImports,1,2035,11.4
EL51,NGImports,1,2040,11.4
EL51,NGImports,1,2045,11.4
EL51,NGImports,1,2050,11.4
EL52,NGImports,1,2023,13.45585693
EL52,NGImports,1,2025,11.4
EL52,NGImports,1,2030,11.4
EL52,NGImports,1,2035,11.4
EL52,NGImports,1,2040,11.4
EL52,NGImports,1,2045,11.4
EL52,NGImports,1,2050,11.4
EL53,NGImports,1,2023,13.45585693
EL53,NGImports,1,2025,11.4
EL53,NGImports,1,2030,11.4
EL53,NGImports,1,2035,11.4
EL53,NGImports,1,2040,11.4
EL53,NGImports,1,2045,11.4
EL53,NGImports,1,2050,11.4
EL54,NGImports,1,2023,13.45585693
EL54,NGImports,1,2025,11.4
EL54,NGImports,1,2030,11.4
EL54,NGImports,1,2035,11.4
EL54,NGImports,1,2040,11.4
EL54,NGImports,1,2045,11.4
EL54,NGImports,1,2050,11.4
EL30,NGImports,1,2023,13.45585693
EL30,NGImports,1,2025,11.4
EL30,NGImports,1,2030,11.4
EL30,NGImports,1,2035,11.4
EL30,NGImports,1,2040,11.4
EL30,NGImports,1,2045,11.4
EL30,NGImports,1,2050,11.4
EL65,NGImports,1,2023,13.45585693
EL65,NGImports,1,2025,11.4
EL65,NGImports,1,2030,11.4
EL65,NGImports,1,2035,11.4
EL65,NGImports,1,2040,11.4
EL65,NGImports,1,2045,11.4
EL65,NGImports,1,2050,11.4
EL61,OCGT,1,2023,0.69
EL61,OCGT,1,2025,0.69
EL61,OCGT,1,2030,0.69
EL61,OCGT,1,2035,0.69
EL61,OCGT,1,2040,0.69
EL61,OCGT,1,2045,0.69
EL61,OCGT,1,2050,0.69
EL62,OCGT,1,2023,0.69
