FUEL,YEAR,VALUE
Elec_Demand,2023,0.468
Elec_Demand,2025,0.468
Elec_Demand,2030,0.468
Elec_Demand,2035,0.468
Elec_Demand,2040,0.468
Elec_Demand,2045,0.468
Elec_Demand,2050,0.468
